N de Vertices: 70
Valor Total: 2235
Peso Total: 1248.36
Tempo de Duracao: 173.62 s

Vertice:		Valor:		Peso:
3004				15			11.2435
654				44			48.4704
4718				45			51.4668
4644				31			27.8141
3594				29			33.4281
1518				43			3.46602
2213				23			4.14257
3313				1			1.14119
3678				32			27.4908
4858				44			39.9411
1112				38			11.7357
4194				25			25.5026
223				16			23.3081
4767				5			7.71461
4269				50			20.8927
4538				42			23.8889
2588				39			32.9106
1597				48			27.0339
3914				9			7.06312
4387				44			23.3531
4496				21			19.8199
65				39			3.86745
4460				28			17.1014
3297				50			1.3926
1019				10			16.4282
4759				15			9.78026
2764				46			31.5625
2372				15			15.1876
186				44			32.9243
2470				49			37.9408
1725				5			5.26076
4458				42			30.1216
4162				18			14.7712
3101				2			7.48648
1875				28			10.6979
1485				11			5.86718
1024				10			5.04126
2894				35			22.0046
698				45			29.5937
194				29			20.2994
2859				29			2.50297
852				16			1.58851
2402				19			3.9523
3023				39			34.2635
1613				30			16.0742
1437				49			6.8751
512				26			14.9896
1192				46			40.8715
4358				48			39.6403
602				28			3.55661
1180				23			12.1776
4852				41			36.5508
1628				41			4.10812
176				17			5.65865
3364				36			15.5291
152				46			24.8602
2098				22			2.11899
2999				28			5.68205
2090				45			19.214
3421				39			33.996
4151				20			20.2492
855				45			9.37469
836				45			10.264
496				42			11.6173
2793				49			14.8382
3975				41			2.80781
4685				46			7.74106
747				47			22.3546
1702				20			9.9228
1903				47			25.821
