N de Vertices: 73
Valor Total: 259
Peso Total: 5033.79
Tempo de Duracao: 60.171 s

Vertice:		Valor:		Peso:
58				4			12.6575
157				5			16.5177
451				1			4.78988
226				5			2.01227
281				4			19.3143
152				5			24.8602
164				3			16.8571
370				3			19.0529
186				5			32.9243
194				3			20.2994
65				4			3.86745
247				3			27.1923
174				4			37.4332
408				3			29.2412
81				3			29.2782
420				4			45.8829
1				1			1.11427
223				2			23.3081
291				4			38.024
98				3			36.9634
379				1			6.2346
496				5			11.6173
99				1			13.5434
470				5			70.6332
423				4			57.0849
394				4			58.3898
127				4			66.8951
17				5			85.9592
25				1			19.27
215				5			102.865
363				1			11.8778
82				5			103.033
192				4			84.4628
346				5			108.556
9				3			28.3602
95				5			122.222
478				4			104.196
480				5			132.083
435				4			107.477
206				5			140.141
341				2			57.9074
333				3			88.3947
86				3			92.4649
494				2			63.4466
378				4			135.472
114				3			110.227
102				2			74.895
120				2			75.1842
292				1			38.3905
109				4			157.635
299				4			158.572
270				2			83.7726
375				5			13.5912
78				4			50.2549
399				5			111.809
336				3			102.906
373				5			23.8922
274				5			46.7657
431				5			77.1126
182				5			168.663
342				4			52.5896
33				1			20.3476
273				5			109.91
335				5			175.591
295				2			4.01494
176				2			5.65865
249				2			31.3693
411				5			203.4
134				5			204.307
356				4			166.862
266				5			220.305
47				3			138.337
3				2			93.2463
