N de Vertices: 73
Valor Total: 259
Peso Total: 5033.79
Tempo de Duracao: 77.478 s

Vertice:		Valor:		Peso:
176				2			5.65865
152				5			24.8602
375				5			13.5912
194				3			20.2994
65				4			3.86745
81				3			29.2782
291				4			38.024
98				3			36.9634
379				1			6.2346
342				4			52.5896
99				1			13.5434
249				2			31.3693
25				1			19.27
192				4			84.4628
273				5			109.91
435				4			107.477
341				2			57.9074
182				5			168.663
299				4			158.572
270				2			83.7726
164				3			16.8571
174				4			37.4332
247				3			27.1923
78				4			50.2549
102				2			74.895
451				1			4.78988
370				3			19.0529
295				2			4.01494
157				5			16.5177
420				4			45.8829
127				4			66.8951
292				1			38.3905
109				4			157.635
470				5			70.6332
431				5			77.1126
206				5			140.141
274				5			46.7657
408				3			29.2412
333				3			88.3947
335				5			175.591
186				5			32.9243
120				2			75.1842
58				4			12.6575
281				4			19.3143
17				5			85.9592
478				4			104.196
494				2			63.4466
496				5			11.6173
480				5			132.083
378				4			135.472
114				3			110.227
226				5			2.01227
215				5			102.865
399				5			111.809
95				5			122.222
86				3			92.4649
336				3			102.906
1				1			1.11427
373				5			23.8922
394				4			58.3898
33				1			20.3476
346				5			108.556
9				3			28.3602
223				2			23.3081
363				1			11.8778
423				4			57.0849
82				5			103.033
411				5			203.4
134				5			204.307
356				4			166.862
266				5			220.305
47				3			138.337
3				2			93.2463
