N de Vertices: 73
Valor Total: 259
Peso Total: 5033.79
Tempo de Duracao: 240.268 s

Vertice:		Valor:		Peso:
451				1			4.78988
78				4			50.2549
25				1			19.27
480				5			132.083
341				2			57.9074
226				5			2.01227
394				4			58.3898
33				1			20.3476
420				4			45.8829
363				1			11.8778
157				5			16.5177
408				3			29.2412
470				5			70.6332
478				4			104.196
274				5			46.7657
174				4			37.4332
431				5			77.1126
1				1			1.11427
164				3			16.8571
342				4			52.5896
102				2			74.895
270				2			83.7726
375				5			13.5912
58				4			12.6575
186				5			32.9243
399				5			111.809
435				4			107.477
247				3			27.1923
9				3			28.3602
98				3			36.9634
215				5			102.865
273				5			109.91
182				5			168.663
336				3			102.906
109				4			157.635
295				2			4.01494
194				3			20.2994
223				2			23.3081
423				4			57.0849
127				4			66.8951
82				5			103.033
86				3			92.4649
299				4			158.572
65				4			3.86745
496				5			11.6173
373				5			23.8922
152				5			24.8602
99				1			13.5434
17				5			85.9592
95				5			122.222
206				5			140.141
494				2			63.4466
378				4			135.472
335				5			175.591
114				3			110.227
176				2			5.65865
281				4			19.3143
379				1			6.2346
370				3			19.0529
291				4			38.024
81				3			29.2782
249				2			31.3693
192				4			84.4628
346				5			108.556
333				3			88.3947
120				2			75.1842
292				1			38.3905
411				5			203.4
134				5			204.307
356				4			166.862
266				5			220.305
47				3			138.337
3				2			93.2463
