N de Vertices: 60
Valor Total: 4837
Peso Total: 5009.04
Tempo de Duracao: 1801.15 s

Vertice:		Valor:		Peso:
6068				69			173.961
6029				94			207.852
1804				118			273.588
2793				117			14.8382
8115				72			93.1703
5531				107			65.9016
6428				71			53.6872
4718				106			51.4668
7471				69			134.145
1373				69			40.696
9461				89			136.883
5313				85			52.0989
5055				106			97.9339
3928				84			61.9529
8628				40			47.764
9220				103			147.631
8552				114			46.2726
5188				55			31.4745
1011				80			139.678
8342				92			1.53428
1163				47			52.0598
9570				85			139.154
5909				86			170.407
9229				36			9.72106
2127				114			72.2851
3929				70			60.7424
9065				55			75.9614
3124				109			51.699
945				61			38.8247
9555				88			76.0973
82				104			103.033
3684				111			137.775
3004				35			11.2435
2328				70			59.8902
9453				84			75.2827
3510				113			115.328
9173				60			66.7141
1215				105			4.5512
1496				60			3.5407
152				109			24.8602
223				38			23.3081
2445				84			56.887
4767				11			7.71461
3819				107			100.391
2012				85			112.702
9919				116			154.546
1182				113			157.045
4785				60			93.4277
7140				71			23.5268
4273				70			32.0334
6765				89			84.4999
2208				49			53.2446
5448				91			118.894
2886				70			97.5551
8626				67			94.0313
1555				103			147.601
8012				113			165.423
114				70			110.227
9861				65			95.975
8157				23			58.3086
