N de Vertices: 259
Valor Total: 165935
Peso Total: 25044.9
Tempo de Duracao: 183.184 s

Vertice:		Valor:		Peso:
3042				719.505			103.766
4101				588.521			72.9349
1369				978.877			234.871
2123				633.869			48.3929
3292				416.627			67.0659
885				335.209			12.1776
994				414.42			27.1739
2656				712.35			21.9888
25				916.944			84.5394
4120				406.301			117.287
1762				648.131			175.446
4270				676.334			46.9125
2584				628.93			74.1962
1337				966.556			88.3534
1680				817.268			149.117
2266				956.129			237.681
834				463.362			11.7357
435				948.888			114.183
1076				604.559			92.1229
2324				929.19			246.804
2335				743.137			12.5431
158				505.958			9.90377
3904				880.191			56.1815
2920				542.212			123.999
921				432.615			116.796
4240				664.281			194.355
3914				916.739			39.1437
2477				823.814			78.3744
3300				877.402			121.762
4086				848.957			118.894
3720				847.228			220.265
1122				408.266			3.5407
4115				876.781			65.9516
452				846.666			65.7744
4771				894.219			120.936
2209				938.119			140.041
4356				750.969			139.887
2949				948.614			19.3459
4338				832.383			199.874
1970				673.121			142.688
3463				973.901			212.237
3795				156.696			36.1018
3849				869.208			212.128
3209				894.833			242.839
1289				136.127			44.7401
3833				905.356			4.69902
3891				499.549			31.4745
1907				346.799			45.2867
2538				978.63			187.008
841				690.71			173.046
455				253.619			3.29454
132				264.939			5.65865
1786				848.603			57.5115
3803				281.12			25.2792
1460				479.274			47.8882
4425				108.846			16.3796
3878				681.52			102.8
3082				983.087			158.447
2497				821.808			70.4888
1918				518.54			100.307
24				525.275			120.371
1996				568.873			158.04
2343				896.149			51.699
3221				684.687			66.0194
1				999.041			128.996
4177				716.063			147.907
4527				607.459			144.1
2443				248.222			64.8001
3844				252.052			67.07
558				851.063			235.122
1174				605.101			183.337
123				50.6613			16.8571
768				702.011			5.04126
2275				802.447			69.3629
922				561.495			56.9275
1816				613.181			97.9092
4962				593.956			147.234
2535				715.365			183.014
639				565.56			1.58851
219				719.37			38.3905
1428				536.582			29.9614
1038				490.246			57.3196
4488				845.217			109.975
3853				618.592			110.522
4143				437.522			80.2651
4550				809.929			175.412
634				981.409			291.447
3818				329.427			104.384
2595				725.783			6.81219
